Inf,Name,Position,Age,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,CA,PA
,Albion Jahaj,M/AM (C),17,5,2,7,12,13,6,6,6,4,6,12,4,8,11,11,8,3,8,6,10,8,12,5,8,7,7,13,12,13,13,5,8,14,13,8,6,80,118
,Jack Gurr,D/WB (R),27,13,13,10,7,9,10,7,9,9,8,11,7,10,11,12,8,10,10,10,9,12,5,14,11,10,13,9,13,14,12,11,7,11,14,12,8,96,105
Loa,David Widlarz,AM (RL),18,8,12,13,8,11,7,8,5,6,6,14,1,8,13,12,7,1,5,3,7,4,12,4,12,7,8,9,9,12,14,8,8,13,13,10,5,85,118
,Michael Nduka,AM (RLC)/ ST (C),18,7,9,14,14,9,7,8,9,3,5,10,3,2,8,6,8,6,5,6,4,5,10,11,5,6,8,5,13,14,14,9,10,13,14,8,4,84,120
,Aitor Arias,GK,25,5,3,1,2,3,6,1,2,2,1,10,3,3,3,15,9,12,7,11,13,16,3,13,2,12,8,6,7,9,10,4,10,9,8,7,5,92,110
,Dustin Forkel,M/AM (L),18,12,10,11,12,11,11,8,9,6,4,10,12,5,11,13,8,8,8,7,8,12,12,4,11,4,9,11,9,12,12,9,11,13,12,11,8,82,137
,José Antonio Salcedo,GK,32,2,1,1,2,6,5,1,2,2,3,9,3,1,5,7,11,15,6,13,12,14,1,5,1,14,9,8,8,13,14,12,12,8,7,6,13,92,110
,Marco Siverio,ST (C),28,6,6,9,13,13,6,13,6,1,3,3,5,5,9,8,10,6,9,5,13,12,13,5,11,7,6,7,8,13,13,7,6,15,13,13,4,84,98
,Yannis Hör,D (C),18,4,4,3,6,5,1,11,4,4,13,7,6,13,6,5,11,9,7,4,13,15,5,10,5,13,6,4,7,11,13,7,10,12,12,6,9,84,116
,Paul Hennrich,M (C)/ AM (RLC),18,7,10,11,9,14,7,6,7,2,5,11,2,9,12,6,9,4,9,9,14,5,11,7,11,9,13,11,13,13,9,9,6,12,11,6,5,85,128
,Bora Aydınlık,M (L)/ AM (LC)/ ST (C),18,8,7,13,11,11,9,8,10,5,6,10,4,6,14,13,5,12,10,7,5,13,15,6,10,5,8,9,9,11,13,7,8,12,13,6,6,76,123
,Michael Noggler,D/WB (L),27,5,11,6,5,8,1,6,5,6,7,3,3,12,7,7,8,4,8,7,13,9,8,12,6,10,7,5,8,13,13,7,11,12,13,13,11,85,89
,Francesco Lovric,D (C)/ DM,27,5,5,9,6,11,6,10,7,8,10,13,12,10,8,8,8,9,8,11,10,10,7,12,12,12,12,11,14,11,10,12,13,11,12,12,11,85,87
Wnt,Filip Milojević,D (C)/ DM,18,4,3,6,6,9,6,13,9,1,11,10,1,15,7,12,10,10,6,7,15,5,5,3,5,15,8,8,10,7,8,9,14,15,7,9,6,87,123
,Dylan Watts,DM/ M/AM (C),26,8,12,12,10,12,8,9,13,4,8,12,14,8,13,8,7,9,12,12,11,12,12,5,11,9,11,13,15,12,11,12,7,14,12,12,9,99,100
Yth,Ricardo Solbes,ST (C),16,10,11,13,11,16,10,9,11,7,5,11,5,7,14,15,11,9,8,6,12,5,15,5,13,6,11,8,12,13,14,12,7,13,13,11,9,102,140
,Óscar Pulido,GK,22,3,2,2,2,4,5,1,2,2,1,7,1,2,1,5,6,15,7,13,12,12,2,10,3,9,8,7,7,10,14,4,11,13,10,3,5,92,110
,David Jiménez,D/WB (R),19,7,14,7,5,11,3,10,9,8,8,13,6,12,9,10,9,11,9,15,14,12,10,16,7,10,9,8,14,12,12,15,7,7,11,12,2,92,122
,Mario Camero,D (C),19,6,4,6,4,7,1,12,3,5,14,8,3,11,6,8,11,10,8,9,14,11,5,10,7,12,8,6,9,13,13,9,10,7,12,6,8,92,111
FrA,Endika,D (C),28,3,3,3,7,7,1,13,4,1,13,8,5,13,6,9,13,9,8,9,13,13,5,9,7,12,7,6,8,13,13,8,10,12,13,6,10,92,100
,Marco Hober,DM/ M/AM (C),27,12,11,10,9,12,12,7,11,3,8,12,8,8,13,13,10,10,12,10,12,10,13,11,10,8,15,13,11,11,13,8,6,12,11,10,7,97,102
,Anas Alaoui,ST (C),17,6,7,11,13,13,5,13,7,3,6,7,6,2,13,7,9,4,8,7,13,10,13,7,9,5,6,5,7,13,10,7,13,8,13,6,8,85,140
,Unai Veiga,M/AM (C),24,9,10,10,9,11,7,9,9,2,10,12,6,9,12,9,11,12,12,12,12,8,9,8,13,11,11,11,12,9,10,11,10,12,9,10,13,88,112
,Erik Polanco,D/WB (RL),30,5,11,8,5,6,2,8,8,8,10,8,3,13,9,10,10,10,9,8,12,7,5,11,8,12,9,8,9,14,14,9,5,16,14,8,6,92,102
,Bilal Yalçınkaya,M (C)/ AM (RLC),17,11,9,14,11,12,11,6,10,6,7,12,12,7,12,8,8,8,9,9,8,13,16,6,10,7,10,12,9,12,12,8,9,10,12,10,7,85,125
,Luke Norris,ST (C),30,7,8,10,11,11,11,13,11,7,7,10,16,7,11,12,11,14,11,8,10,10,11,9,10,7,10,10,12,8,10,14,13,13,10,12,14,93,120
,Ángel López,D (RLC)/ WB (R),20,5,9,11,5,10,4,8,7,11,12,10,3,13,12,12,10,12,11,10,11,9,8,9,7,9,11,8,12,11,10,13,11,14,12,13,12,92,112
,Ángel Galván,GK,30,4,5,12,11,6,6,12,2,2,5,10,6,5,11,5,12,15,7,9,11,6,1,8,2,12,8,7,7,9,11,12,14,9,12,11,11,90,108
,Cristhian Britos,DM/ M (RC),32,9,11,10,9,11,12,10,12,9,10,10,9,10,11,12,11,9,12,8,14,8,10,12,11,11,12,11,10,10,10,10,13,13,10,12,8,92,95
,Patricio Rodríguez,AM (RL),33,12,13,14,11,14,10,4,13,4,6,13,10,8,15,9,12,12,12,10,8,8,14,5,13,5,9,13,12,14,14,8,5,13,13,11,7,110,135
,Luis Carbonell,AM (L)/ ST (C),20,7,8,12,11,12,7,6,8,5,6,11,11,7,13,12,10,8,13,9,11,2,16,8,12,8,10,12,10,12,12,10,7,10,12,9,8,92,134
Wnt,Winsley Boteli,ST (C),16,3,7,11,12,11,6,9,9,2,3,9,13,3,12,8,11,10,11,10,10,10,13,3,12,3,8,8,10,12,12,11,11,12,12,10,12,88,150
,Javi Cobo,M/AM (C),25,12,9,10,8,12,10,6,11,11,6,13,11,7,12,12,11,13,12,11,12,11,11,10,11,8,12,12,13,11,12,12,8,13,10,10,11,92,112
,Assani Lukimya,D (C),37,3,4,6,6,7,12,11,11,12,13,8,5,13,7,13,10,17,8,11,8,13,7,11,5,11,11,6,13,10,11,16,15,13,12,10,15,90,119
,Jack Moylan,AM (RLC),21,5,10,13,10,12,6,10,10,5,7,10,12,7,12,11,8,11,10,10,9,14,14,3,12,8,8,11,11,13,12,14,10,13,12,12,12,94,110
,Daniel Flottmann,D (RC)/ DM,38,6,9,4,6,10,8,14,5,2,13,10,7,14,6,15,10,10,9,14,14,10,5,6,8,12,8,9,10,7,7,7,16,6,7,7,7,97,102
Loa,Bennit Bröger,M/AM (C),17,11,8,12,7,13,11,7,9,4,7,12,9,8,13,8,7,9,9,7,7,7,13,3,11,8,8,12,8,12,12,8,11,13,12,12,8,85,140
,Yannick Oberleitner,D (C)/ DM/ M (C),21,6,7,6,5,6,8,9,7,8,8,6,9,8,8,5,9,10,9,9,8,17,5,13,5,12,11,10,13,12,11,12,15,13,11,12,12,84,120
,Juanmi,D (C),21,4,5,9,6,9,7,11,7,11,11,10,12,12,10,12,11,16,8,11,11,12,8,13,7,10,13,9,12,11,10,9,11,12,10,12,13,92,117
,Pablo Rey,M (C)/ AM (RLC),38,11,12,13,12,13,10,11,11,12,9,11,9,9,12,10,10,12,5,11,13,16,11,9,12,10,11,9,12,12,11,12,11,9,10,9,11,92,105
,David González,M/AM (C),41,11,11,16,6,15,11,4,10,6,3,15,12,4,17,4,12,5,12,9,12,7,17,12,9,6,8,17,8,8,9,11,6,13,8,8,6,89,119
,Juan Sebastián,D (RL),21,7,10,8,5,8,4,10,7,11,11,10,4,13,11,8,10,13,11,11,10,4,8,8,8,10,12,7,11,10,10,11,11,13,13,14,13,92,123
,Joan Cruz,AM (LC),20,8,10,13,8,13,10,5,12,3,4,12,8,5,13,8,12,8,9,8,11,5,15,7,11,4,8,13,8,13,13,9,7,12,12,11,7,92,111
Loa,Miłosz Brzozowski,D/WB/M (L),18,10,10,12,7,10,9,7,7,8,8,10,7,11,11,14,8,11,8,9,7,8,13,4,11,8,11,9,12,13,12,9,8,10,13,12,8,82,104
,Rafa Llorente,AM (RL)/ ST (C),20,9,12,11,8,9,7,4,8,7,6,8,2,7,9,10,11,8,9,8,13,16,9,12,11,5,8,7,9,12,9,8,12,10,11,13,9,92,118
,Antxón Jaso,D (LC),25,5,9,6,4,9,1,12,3,6,12,9,1,11,4,13,14,12,10,11,11,2,5,15,9,15,14,9,10,10,11,10,9,10,9,11,10,92,93
,Max Schmitt,GK,17,3,2,2,2,9,7,6,3,1,3,10,3,3,9,8,8,12,10,11,8,11,6,6,2,12,10,8,10,8,12,11,16,15,8,8,10,86,126
Inj,Brad Walker,D (C)/ DM/ M (C),27,7,8,8,7,11,8,11,11,4,9,12,6,11,12,11,12,12,11,11,10,10,7,11,12,12,12,11,11,8,8,12,12,8,8,10,11,82,115
Wnt,Tamiou Kpebane,D (C),17,3,2,2,6,6,1,12,3,1,13,7,4,13,6,15,10,9,4,8,13,17,5,10,4,11,6,6,7,9,13,7,10,13,13,5,6,84,128
,Ayoub Chaikhoun,AM (C),17,3,7,9,9,12,6,4,8,1,5,7,5,9,14,7,5,4,8,8,9,15,13,6,6,7,8,13,10,14,14,7,10,15,14,14,5,84,103
,Aiden Harangi,D/WB (R)/ DM,17,7,10,8,4,7,7,7,5,6,8,13,1,14,9,10,7,8,9,10,14,15,5,6,7,11,8,12,9,14,14,8,2,13,14,8,1,85,127
Yth,Talha Catkaya,D (C),17,1,4,5,6,8,1,8,2,1,13,7,3,13,6,13,8,9,6,12,13,13,5,5,5,12,6,6,7,13,13,7,9,12,11,6,6,84,120
Loa,Jonathan Akaegbobi,ST (C),17,7,8,14,14,14,7,12,8,1,6,8,5,4,14,10,10,5,7,6,12,9,14,11,12,6,7,5,8,13,9,5,4,13,11,9,7,84,118
,Gary Liddle,D (C),37,6,7,6,8,10,7,11,6,7,10,10,5,11,8,12,9,10,9,9,10,12,7,11,11,10,11,9,11,6,11,11,12,17,7,9,12,67,110
,Alain García,D/WB (R),24,6,13,10,5,9,2,10,6,3,11,7,4,12,11,10,14,10,10,14,10,9,5,11,9,10,10,7,11,15,15,10,8,15,15,7,8,92,107
Loa,Frederik Schmahl,M (C)/ AM (RC)/ ST (C),20,7,8,15,10,14,8,10,8,5,6,11,5,10,11,5,11,4,12,10,13,14,9,9,13,5,10,9,11,14,12,10,10,10,12,11,8,97,128
,Adam Collin,GK,38,2,3,3,2,6,7,4,3,1,1,5,1,1,5,9,10,13,6,11,9,12,3,11,3,10,11,2,10,4,8,5,13,12,4,5,6,55,110
Yth,Winners Osawe,DM/ M (C),16,3,8,12,7,11,6,10,8,7,10,11,8,12,11,12,8,12,9,10,8,14,12,8,10,10,13,11,13,12,12,12,13,13,12,12,12,85,122
Yth,Jean-Paul N´Diaye,AM (LC)/ ST (C),16,7,9,13,12,13,7,6,8,6,7,13,5,8,14,11,12,8,8,7,11,17,13,2,11,3,7,7,9,13,11,3,13,13,12,8,6,85,138
Yth,Yannick Michaelis,AM (RL)/ ST (C),16,7,10,14,13,8,7,12,7,3,6,9,5,8,13,9,11,6,9,3,7,3,15,9,10,7,8,6,9,13,14,8,14,13,14,5,5,85,129
Yth,Niklas Swider,DM/ M (C),16,10,9,9,6,11,11,11,6,6,12,11,12,13,11,13,9,13,10,12,9,14,8,10,7,12,12,11,13,9,10,11,12,13,11,11,10,84,132
Yth,Francis Onyeka,M (C)/ AM (LC),16,8,9,13,10,12,10,7,11,6,7,13,11,8,12,13,8,8,10,9,8,13,14,8,10,7,10,12,10,12,12,9,11,13,12,9,7,85,151
,Adrián Corral,D (LC)/ WB (L),20,5,9,8,7,10,1,10,8,7,13,10,3,14,10,11,8,10,8,8,14,6,6,11,7,9,9,9,10,10,10,9,7,5,12,10,8,92,136
,Julian Brätz,GK,17,4,1,1,3,7,6,1,3,3,3,12,4,3,5,5,9,15,8,9,14,16,3,4,1,11,8,7,7,9,9,8,7,12,10,3,5,85,123
,Fabian Pekruhl,GK,24,6,2,3,2,1,8,1,1,1,1,8,1,3,4,14,9,10,8,7,14,9,3,4,1,7,9,8,8,11,15,8,11,15,14,4,7,94,103
,Sergio Suárez,AM (RLC),36,12,12,13,11,13,12,12,12,7,5,13,12,5,13,12,13,12,10,7,10,5,13,7,13,8,12,12,12,10,11,11,12,13,10,9,9,92,112
,Joan Puig,D/WB (L),20,7,13,9,3,11,3,11,7,5,11,10,4,15,8,6,9,11,8,13,15,6,7,13,9,13,10,9,8,12,10,10,8,10,13,8,8,92,116
,Sito,D/WB/M (L),25,10,11,12,8,12,10,10,7,7,9,11,10,11,12,9,12,12,10,11,11,11,12,7,12,10,11,10,11,12,11,8,8,12,13,10,9,92,112
Yth,Ljubo Puljić,D (C),16,1,6,8,6,9,2,12,6,8,12,11,6,12,9,15,9,12,9,10,8,14,8,8,7,12,11,10,12,11,8,12,15,13,12,9,13,85,142
,Héctor,D/WB/M (L),23,6,9,11,5,7,9,8,5,9,11,10,2,15,11,11,12,10,11,9,15,14,7,4,10,10,10,8,14,11,12,10,5,14,14,9,5,92,105
FrA,Joshua Holtby,M (RC)/ AM (C),27,13,12,12,10,12,15,8,11,4,9,13,13,9,13,12,11,11,12,11,11,8,12,7,12,9,13,14,13,12,13,12,7,12,12,12,10,97,102
,Owen Goodman,GK,19,2,2,2,3,12,1,7,2,2,3,12,4,1,12,14,11,13,12,12,8,9,14,7,1,9,11,12,12,8,13,9,13,13,8,9,10,89,137
,Julen Azkue,M (C),27,7,3,6,4,14,7,5,11,4,13,14,4,7,9,9,10,9,6,8,13,1,5,9,10,11,9,13,8,14,14,9,1,7,14,12,2,92,97
,Jamie McGonigle,ST (C),27,4,9,12,12,12,9,8,12,3,5,11,12,6,13,11,12,8,11,10,11,10,13,5,13,8,10,10,12,13,12,12,9,13,12,12,9,93,100
,Justin Schau,D (R)/ DM/ M (C),24,7,9,9,8,9,7,8,7,9,13,11,8,13,11,12,12,12,12,13,13,10,8,12,10,14,14,12,12,12,12,10,10,10,11,11,11,97,111
,Borja Domínguez,DM/ M/AM (C),31,10,11,8,7,12,11,11,12,11,7,13,11,8,12,10,10,10,11,9,13,10,12,7,10,12,13,13,7,7,11,10,12,12,8,10,11,92,124
FrA,Álex Cruz,D (LC),36,12,12,10,7,11,10,8,11,7,12,12,8,12,13,8,12,11,9,12,11,10,9,12,12,10,12,9,15,8,10,10,8,12,10,10,8,80,110
Inj,Niklas Kastenhofer,D (C),24,5,6,6,5,9,7,11,9,8,10,9,7,10,7,9,11,12,12,10,10,11,6,10,4,11,12,11,10,11,9,11,14,12,12,11,12,84,93
Ret,Mario Gómez,D (RC),30,4,12,2,5,10,2,13,5,2,9,11,7,11,11,8,8,7,9,10,12,5,5,11,7,11,8,9,10,14,14,9,11,15,14,11,11,92,107
Yth,Oleksandr Petrenko,GK,16,3,2,3,1,3,7,1,3,1,3,6,3,3,3,15,8,13,2,11,13,18,2,10,1,8,7,6,6,12,13,5,14,14,8,4,7,85,124
,Kevin Rodrigues-Pires,DM/ M/AM (C),31,14,11,13,9,11,10,5,10,7,6,12,8,8,11,11,13,8,10,11,12,10,11,10,12,8,11,11,12,11,12,10,6,10,11,12,8,97,99
,Antonio Cordero,AM (RL)/ ST (C),16,9,12,10,8,14,8,9,8,8,7,12,4,9,13,13,8,7,6,6,8,8,13,4,14,7,9,10,10,14,12,9,4,16,12,9,7,92,129
,Vassi,AM (R)/ ST (C),22,10,13,13,13,15,5,7,11,5,6,13,8,5,13,8,13,8,13,12,11,12,8,5,6,10,8,13,10,12,13,8,5,8,12,8,7,92,117
,David Worrall,WB (R)/ M/AM (RL),33,8,11,8,8,10,7,7,7,4,9,8,8,9,9,11,10,9,11,10,10,13,9,11,11,10,12,10,16,10,10,9,6,18,10,15,8,92,108
,Gonzalo Pereira,D (C),26,5,2,5,4,9,1,7,8,5,14,7,3,14,7,11,12,10,7,9,14,11,5,9,7,14,8,3,9,14,14,9,7,8,10,10,7,92,110
,Hendrik Hansen,D (C),28,6,6,4,5,9,1,13,7,2,11,9,3,10,8,5,12,10,8,11,14,11,5,12,8,12,8,7,10,13,9,14,16,13,12,6,13,97,101
,Luke Offord,D (C)/ DM,23,5,5,10,5,8,5,10,5,3,10,10,6,10,12,10,10,9,11,14,9,14,12,14,9,9,12,10,14,12,9,10,12,13,12,13,10,89,123
,Juanma,M/AM (L),31,14,14,12,10,11,13,8,11,8,6,12,11,9,10,5,10,11,7,7,8,12,7,8,11,7,10,11,9,13,12,9,7,8,11,9,7,92,100
Inj,Saxon Earley,D/WB (L)/ DM/ M (C),20,8,9,11,6,10,8,6,8,4,10,11,6,12,10,9,11,11,12,10,9,11,7,10,12,10,12,9,12,12,11,11,11,13,13,13,9,98,118
,Carlos Azón,GK,22,3,1,2,3,5,8,1,3,1,2,6,2,2,7,11,8,11,11,13,10,10,3,5,1,12,11,10,10,12,13,11,9,14,12,5,9,92,128
,Andreu Arasa,M/AM (RL),24,8,11,6,10,13,6,2,6,2,5,8,3,5,9,11,9,7,7,8,12,10,9,6,13,7,8,6,9,13,11,8,10,10,13,13,6,92,108
Yth,Luis Trus,AM (R),17,7,10,13,9,14,7,9,4,7,3,10,6,8,14,12,12,7,13,6,14,10,13,11,10,7,8,9,9,13,9,3,3,12,13,8,1,84,130
FrA,Mon,M/AM (L),28,8,11,10,9,11,6,6,6,6,6,13,1,4,6,15,7,5,9,7,10,5,6,8,13,6,7,7,12,13,12,7,9,17,13,13,5,82,92
,Juanan,DM/ M (C),33,5,9,5,7,13,7,9,10,5,10,15,4,12,11,14,12,9,11,10,12,5,5,7,11,13,10,13,14,9,12,10,9,17,10,13,7,92,108
Inj,Pablo Crespo,D (C),28,6,7,9,5,8,5,13,9,9,12,10,3,13,8,12,12,10,7,10,11,19,6,10,7,11,10,10,9,12,12,11,11,13,12,12,7,92,118
,Pablo Álvarez,DM/ M/AM (C),26,11,11,13,12,12,13,10,11,9,7,12,13,8,11,16,10,15,11,10,10,12,13,10,12,9,14,10,14,11,12,12,13,13,12,13,12,103,109
Yth,Maurice Spahn,D (R),16,4,10,3,8,10,2,9,1,5,8,8,1,14,5,12,7,9,7,8,15,12,8,4,6,7,9,7,9,15,15,9,11,8,15,8,6,84,127
Yth,Melvin Onos,M/AM (C),16,6,5,8,13,13,6,4,8,6,3,10,6,7,12,5,7,6,7,6,6,6,14,9,5,4,7,8,12,13,13,5,8,11,13,13,4,84,126
,Javier Antón,AM (RL),23,9,11,13,6,12,7,7,8,7,7,12,5,8,10,9,8,8,9,8,12,5,10,14,13,7,8,7,11,13,13,4,8,12,13,13,5,92,108
Inj,Kevin Hoffmeier,D (C)/ DM/ M (C),23,5,8,3,7,14,7,9,9,5,12,9,6,14,9,12,11,9,10,8,14,3,7,7,9,10,9,12,11,14,13,9,10,14,13,7,6,97,111
,Germán,GK,22,5,3,1,3,1,10,1,1,2,3,13,1,2,3,6,9,15,8,9,13,19,3,6,2,10,8,7,7,9,16,8,12,13,9,5,6,92,120
Loa,Noah Pesch,M (R)/ AM (RL),18,8,12,11,11,14,8,8,9,8,5,10,6,8,10,9,8,10,10,8,9,12,8,5,10,5,13,7,12,10,13,13,8,14,13,9,5,87,109
,Ciarán Kelly,D (C),24,5,6,6,6,10,6,14,5,8,11,9,5,11,8,13,11,14,9,10,10,11,7,12,9,10,11,8,12,10,10,11,14,13,10,12,15,91,100
FrA,Jorge Juliá,DM/ M (C),29,9,10,9,9,12,10,8,8,7,11,11,8,13,11,9,12,8,9,11,9,8,9,9,11,10,12,11,12,9,10,13,14,10,10,11,12,92,122
,Marc Jurado,D (RL)/ WB (R),19,6,11,10,8,12,2,9,4,4,8,12,5,10,12,14,10,9,10,9,9,12,8,8,12,9,12,8,13,14,12,9,9,14,13,12,8,92,137
,Illia Voloshyn,GK,16,5,3,3,3,11,7,1,2,2,1,7,3,1,6,11,5,14,8,9,13,6,14,1,3,8,8,4,7,12,13,5,17,9,11,7,9,92,137
,Courtney Senior,M/AM (R),26,6,7,12,8,9,6,6,9,4,3,9,6,4,11,5,9,9,11,8,7,7,14,5,10,9,9,8,9,13,9,11,7,10,11,10,6,69,84
,Tony Schmidt,M/AM (RC),34,10,13,12,14,10,8,7,8,3,5,10,10,7,11,12,12,12,8,8,12,8,11,8,13,5,11,12,12,13,13,7,8,12,13,8,7,97,99
,Sam Slocombe,GK,35,10,10,8,5,9,6,5,6,9,10,8,6,10,10,3,10,8,11,10,9,9,4,11,9,12,13,11,12,8,10,12,12,13,12,12,7,84,97
,Luca Bazzoli,D (C)/ DM/ M (C),22,3,7,10,6,12,4,12,6,7,12,13,6,13,12,17,11,12,11,12,11,13,10,12,8,12,13,11,14,11,9,12,12,12,12,12,13,99,113
,Diego Murillo,D (C),22,7,4,7,3,12,2,12,2,5,12,10,6,16,10,8,7,11,8,9,10,16,5,9,9,12,6,7,11,12,12,11,11,13,12,9,11,92,117
Yth,Leo Graham,M/AM (C),17,4,5,6,9,13,4,1,6,1,5,6,1,4,9,15,4,2,4,3,3,13,9,9,6,3,6,5,11,13,11,6,10,9,13,6,3,38,109
Yth,Sean Hogan,D (C),17,1,2,1,1,4,1,11,1,1,12,2,1,12,3,15,5,6,3,9,12,17,5,2,1,11,3,1,4,6,7,4,8,13,7,4,3,38,107
Yth,James Westwood,ST (C),17,2,1,11,11,10,1,11,3,1,1,3,1,1,5,13,7,3,3,1,6,10,10,10,11,1,2,3,3,11,11,2,11,5,10,4,4,38,92
Inj,Samuel Biek,D (C)/ DM,25,6,10,1,5,11,10,13,11,7,12,12,3,13,8,10,12,10,13,7,8,16,5,10,10,12,10,10,12,12,12,9,14,13,12,9,14,96,99
,Leonhard von Schroetter,D (RC),24,5,10,4,7,8,2,6,4,8,9,10,4,8,9,11,10,10,9,12,14,14,5,2,7,13,9,7,9,14,11,8,14,14,13,14,7,96,107
,Michael Udebuluzor,AM (R)/ ST (C),19,8,7,15,12,9,7,13,8,3,6,11,3,2,13,7,8,2,10,9,12,4,13,10,6,9,8,8,10,12,15,9,12,12,15,8,7,83,105
,Leon Müller,D (C)/ DM/ M (LC),22,5,6,10,4,14,7,8,9,6,11,12,4,14,9,12,8,9,10,10,14,12,5,8,9,11,13,7,13,11,12,11,9,15,11,13,8,96,115
,Clemens Schoppenhauer,D (C),31,4,6,7,4,8,5,10,5,8,12,11,7,12,9,6,13,14,12,11,11,11,6,12,5,14,14,9,7,8,9,12,13,12,9,11,12,96,115
,Kevin Bentele,ST (C),30,7,8,10,11,11,7,14,7,1,6,8,5,3,9,11,11,8,8,7,14,18,9,7,11,7,7,7,8,16,13,10,7,13,14,7,5,82,86
,Enzio Boldewijn,WB (R)/ M/AM (RL),30,9,10,12,9,10,9,7,9,6,5,9,8,7,10,7,7,7,9,8,8,7,13,6,10,8,12,10,9,11,11,11,9,11,12,11,12,86,110
,Maximilian Nussbaumer,D (RL)/ M/AM (R),27,5,9,8,8,7,6,6,6,6,7,10,4,8,8,9,10,5,6,8,13,13,8,5,13,8,7,6,8,13,10,2,6,15,12,13,5,82,83
,David Hummel,AM (RL)/ ST (C),21,8,9,14,14,14,8,12,6,4,7,14,8,8,10,13,7,7,9,7,11,7,10,9,13,3,8,9,9,14,14,9,6,12,14,10,6,96,122
,Marco Kehl-Gómez,D (RC)/ DM/ M (C),31,10,10,11,10,11,10,12,12,10,12,11,11,12,11,12,11,12,10,9,9,10,7,10,9,11,14,10,13,12,12,13,11,13,13,13,11,96,100
,Markus Pazurek,D (LC)/ DM/ M (C),34,4,8,7,8,10,7,14,8,13,12,5,4,13,6,6,9,9,7,11,13,9,5,6,11,11,8,8,12,10,6,12,15,15,9,7,14,96,97
,Christoph Ehlich,D/WB (R)/ M (RL)/ AM (LC)/ ST (C),24,8,10,8,13,11,8,9,5,6,8,13,7,12,12,13,9,10,11,9,13,12,15,6,11,7,9,7,10,13,13,8,8,12,13,11,6,112,118
,Matti Wagner,D (C),18,4,2,5,4,8,3,14,6,2,14,8,5,14,5,12,13,9,6,6,14,11,5,8,6,12,7,7,8,7,10,5,7,17,9,6,9,82,116
,Ethyan,ST (C),21,5,6,8,13,11,9,11,11,6,4,8,9,3,11,10,12,12,9,11,9,11,14,2,13,4,8,10,10,12,13,11,13,11,13,10,12,91,118
,Julian Pauli,D (C),17,2,1,1,4,6,4,13,4,1,13,7,3,13,6,10,12,9,7,9,13,11,5,10,6,13,6,6,7,13,13,7,10,9,12,4,9,82,118
,Adrian Asani,M (L)/ AM (RLC),23,8,12,12,7,14,7,7,7,6,7,7,2,6,14,14,6,8,6,6,12,14,13,11,10,7,8,9,13,13,8,8,7,12,12,10,5,82,98
,Felix Könighaus,D/WB/M (L),23,14,13,11,8,11,13,8,11,12,9,12,13,11,12,12,11,10,9,9,9,10,12,11,12,9,11,12,12,12,11,12,11,13,12,13,11,96,110
FrA,Giuseppe Leo,D (C)/ DM,28,4,5,5,5,7,6,15,6,7,11,9,6,12,8,13,11,13,9,8,9,9,6,9,6,11,11,6,11,8,7,15,17,12,9,12,15,92,102
Inj,Lee Ji-han,AM (RLC),20,8,11,9,11,14,8,8,7,6,7,11,4,6,10,9,10,7,7,8,10,6,14,11,13,8,9,11,10,14,14,9,8,14,14,7,6,91,94
,Julius Schmid,GK,22,1,2,3,1,3,6,1,3,2,2,6,1,1,4,12,9,15,7,11,13,10,2,1,2,11,7,6,6,13,9,7,13,13,12,4,6,83,108
,Leon Fust,D (L)/ DM,20,11,11,11,8,12,11,7,8,6,11,12,10,11,12,6,9,11,10,8,7,16,12,4,12,11,11,12,11,12,12,9,10,12,13,11,8,83,118
,Tiago Rodríguez,DM/ M (C),23,8,4,8,6,14,8,8,9,1,10,12,1,14,11,11,10,9,10,8,13,9,6,13,8,10,9,8,13,14,11,9,7,6,11,9,6,91,112
,Bruno Ogbus,D (C)/ ST (C),17,4,3,8,12,9,5,10,3,1,7,8,6,8,8,15,11,8,8,7,13,19,8,6,8,8,6,7,8,13,13,7,8,17,13,9,6,83,117
,Alberto Sánchez,GK,22,4,1,3,2,5,5,1,3,3,3,10,3,1,3,8,6,15,5,10,13,16,3,13,2,8,8,7,7,13,11,8,8,12,11,2,6,91,110
,Iago Novo,AM (C)/ ST (C),24,8,7,10,14,8,8,11,7,3,8,10,8,4,9,5,8,9,9,9,14,17,8,14,13,10,9,8,10,14,14,9,4,12,14,6,8,91,105
,Max Kulke,D (RL)/ DM/ M (C),22,7,10,11,9,12,9,9,9,7,11,13,4,10,12,11,11,9,11,10,10,12,12,8,11,10,13,13,10,13,12,12,10,12,12,11,10,96,116
,Diego García,GK,28,8,3,2,3,10,10,3,1,1,2,9,2,3,7,9,10,12,8,11,13,6,5,7,5,8,8,8,7,12,11,8,9,12,11,8,6,91,104
Inj,Moritz Seiffert,M (L)/ AM (RL)/ ST (C),22,11,10,10,11,10,10,11,10,8,11,11,8,7,11,10,12,8,12,7,10,12,10,5,13,11,12,12,8,10,10,12,11,9,13,12,9,98,109
,Antonio Rangel,D (C),37,5,6,2,1,6,1,9,4,3,15,6,1,15,6,8,10,7,9,12,12,9,5,10,6,15,8,6,9,9,8,9,13,15,9,9,6,86,100
