Inf,Name,Media Description,Age,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,CA,PA
,Jack Marriott,Striker,28,8,10,12,13,11,10,11,12,5,5,10,14,7,13,15,12,12,13,7,9,12,12,9,11,6,10,11,14,13,13,12,8,9,12,9,12,104,128
,Levent Ayçiçek,Winger,29,12,12,12,9,13,12,5,12,2,3,12,10,5,14,7,11,10,13,7,12,11,13,6,11,6,12,12,12,12,12,11,6,8,11,11,5,100,110
,Admiral Muskwe,Striker,24,10,12,11,9,11,12,11,8,3,6,10,11,7,11,7,9,8,11,10,9,7,8,5,10,10,12,10,13,13,12,12,10,14,13,12,13,103,126
,Alex Cochrane,Full-back,23,12,12,11,6,10,7,10,6,9,12,10,10,13,10,14,11,13,9,12,11,11,6,12,9,12,14,9,15,13,12,11,11,12,14,14,12,111,125
Inj,Paolo Fernandes,Winger,24,15,13,16,12,14,15,7,14,4,6,13,12,5,16,8,9,8,12,9,12,8,16,5,13,7,11,13,9,14,15,12,7,10,12,12,7,120,135
,Felix Irorere,Centre-back,21,1,5,8,6,9,2,13,5,7,11,9,6,11,9,13,9,13,10,9,9,10,6,10,7,11,9,8,9,9,8,12,15,9,11,9,12,91,127
,James Bolton,Full-back,28,5,10,9,5,11,5,12,8,10,12,11,6,12,10,12,9,12,10,10,11,10,3,8,8,12,13,10,13,12,12,12,12,14,12,13,12,99,120
,Joe Mattock,Experienced centre-back,33,10,9,7,6,11,8,11,6,9,11,10,7,12,9,13,12,10,11,12,11,11,9,14,12,12,12,9,10,7,7,11,12,8,7,8,12,83,120
,Matt Smith,Well-travelled striker,34,3,5,6,13,11,3,20,7,5,11,11,12,8,11,17,14,19,13,11,13,13,5,15,13,8,20,8,10,2,2,17,18,14,3,10,17,97,120
Loa,Dane Scarlett,Striker,19,4,8,12,11,11,7,11,9,6,6,9,12,6,13,11,12,10,12,9,10,12,9,6,13,7,8,7,12,14,13,12,10,13,14,9,10,103,142
,Eroll Zejnullahu,Attacking midfielder,28,11,11,12,10,12,12,5,10,5,8,13,10,8,14,10,12,7,9,10,11,6,14,5,11,8,12,14,11,11,12,9,8,12,10,12,7,95,102
,Dani Ramírez,Attacking midfielder,31,12,13,14,9,15,12,4,10,4,5,13,7,5,15,8,11,10,13,12,13,13,16,7,14,6,12,15,13,13,13,12,6,6,12,13,8,108,127
,Freddie Ladapo,Striker,30,5,7,11,13,13,5,12,9,10,5,11,11,6,11,9,13,12,11,11,10,5,13,6,13,8,8,8,11,12,9,14,15,12,13,13,14,110,118
,Luca Menke,Centre-back,23,8,11,6,2,8,7,13,4,1,13,9,1,10,7,11,10,10,8,9,13,15,5,12,7,9,7,8,9,12,11,8,13,11,13,10,8,92,112
,Dan Nlundulu,Striker,24,7,9,11,11,10,8,13,10,7,7,9,11,8,10,14,10,13,10,10,10,6,11,7,11,10,11,11,11,14,7,10,12,15,14,15,15,108,125
Loa,Matt Derbyshire,Well-travelled striker,37,3,10,7,12,12,8,12,9,3,3,10,14,4,10,10,13,9,13,11,12,10,9,10,13,6,11,10,8,7,8,13,9,11,10,7,9,79,126
Inj,Elliot Embleton,Attacking midfielder,24,12,11,11,9,11,13,4,11,5,9,11,13,7,13,8,11,10,12,10,9,10,12,8,11,9,13,12,11,11,11,11,9,13,12,14,8,115,137
,Pablo González,Winger,30,11,11,14,12,12,11,9,9,5,5,11,13,8,14,11,10,13,9,11,9,16,16,9,11,4,8,10,8,14,12,12,9,7,13,9,8,101,116
Wnt,Marcus McGuane,Defensive midfielder,24,5,8,12,9,12,6,9,8,8,9,12,5,12,12,14,12,15,12,11,11,12,12,7,8,14,13,11,14,13,11,13,10,14,13,15,13,109,133
Inj,Ángel Alarcón,Winger,19,9,11,14,12,13,9,9,11,6,5,11,9,6,13,12,9,11,11,9,11,12,16,7,12,5,8,8,9,14,13,12,9,14,13,11,9,110,139
Wnt,Cameron Jerome,Well-travelled striker,36,5,7,11,11,10,5,14,10,7,7,12,11,7,11,12,11,13,11,11,12,14,10,7,14,11,14,12,14,8,11,15,13,15,8,8,14,95,135
,Charles Sagoe,Winger,18,10,9,13,10,12,8,7,10,5,5,11,7,6,11,8,9,8,12,9,9,11,13,5,12,6,12,9,12,15,14,10,9,12,14,11,7,108,122
,Kai Kennedy,Winger,21,10,10,11,8,10,10,5,11,3,3,8,5,4,11,6,7,6,7,6,6,8,13,7,7,5,7,6,8,11,11,11,4,10,11,9,5,60,75
,Jake Forster-Caskey,Midfielder,29,14,13,10,9,12,13,9,11,8,8,14,10,10,13,13,11,12,11,10,11,11,10,11,12,10,12,14,14,9,10,12,10,6,9,12,11,103,125
,Tom Dele-Bashiru,Midfielder,23,10,10,10,10,12,6,9,12,8,9,13,6,7,13,10,9,11,9,11,10,8,11,10,9,10,12,9,14,16,10,14,10,14,14,12,13,116,135
,Noah Ohio,Striker,20,7,7,11,12,9,8,10,10,6,6,11,9,8,11,6,10,9,9,10,8,10,7,5,13,6,8,10,9,18,15,12,12,11,17,12,14,114,139
,Roberto Lopes,Powerful centre-back,31,3,4,7,5,11,5,13,5,9,12,10,5,12,9,15,12,15,10,13,11,16,4,14,8,12,13,9,14,12,12,11,13,14,12,13,15,106,115
Inj,Aitor Cantalapiedra,Winger,27,13,13,13,12,12,13,8,12,9,7,12,15,8,14,9,13,9,12,12,12,12,13,9,14,8,10,13,13,14,13,12,9,12,14,13,10,120,125
Inj,Dennis Lütke-Frie,Young midfielder,20,7,5,8,5,12,9,15,11,2,10,12,8,11,12,13,15,9,10,9,13,6,7,12,11,10,12,10,13,7,10,13,16,14,10,8,5,90,101
,Lion Semić,Young full-back,19,7,12,13,6,10,8,8,8,8,8,10,5,8,10,8,10,9,10,8,11,19,5,4,8,7,13,10,13,13,13,6,3,14,13,10,1,90,116
,Borja Herrera,Full-back,30,8,10,11,8,10,4,9,8,10,9,12,7,10,12,7,14,10,9,9,13,15,8,14,12,8,11,9,12,12,11,11,11,10,12,13,12,100,121
,Iker Pozo,Hard working midfielder,22,11,9,13,7,10,9,7,11,10,9,12,8,9,13,9,13,12,13,13,11,9,6,12,11,9,15,11,15,15,13,13,8,12,13,13,9,100,115
,Junior Mwanga,Centre-back,20,3,3,6,5,12,3,14,5,9,15,13,6,15,11,13,13,15,8,12,13,13,7,10,7,14,12,15,14,11,12,12,14,13,11,14,13,127,158
FrA,Christopher Avevor,Centre-back,31,3,7,8,6,9,5,12,5,14,13,10,6,13,10,14,10,16,9,10,9,14,6,15,8,12,12,8,14,11,10,15,13,6,12,10,13,100,118
Loa,Bjarne Pudel,Defensive midfielder,22,4,8,4,4,12,8,10,8,5,7,12,3,13,10,5,12,9,6,10,14,9,5,2,8,14,9,12,12,14,12,9,14,11,13,7,7,97,120
Loa,Taylor Richards,Attacking midfielder,22,8,10,14,11,12,11,6,12,6,7,12,14,10,14,12,10,10,13,10,11,7,14,9,11,8,13,11,10,13,12,12,10,11,13,13,11,108,130
,Brandon Aguilera,Attacking midfielder,20,12,11,14,10,13,11,5,10,12,5,14,10,5,14,10,9,10,12,11,9,10,14,8,12,10,10,12,10,12,12,13,8,10,13,9,6,105,137
,James Brown,Full-back,25,5,10,11,7,10,9,12,9,9,11,10,5,12,12,9,11,12,8,10,9,10,11,8,10,10,12,9,14,11,8,9,10,14,10,14,13,91,107
,Ethan Galbraith,Midfielder,22,9,9,11,10,12,8,7,11,3,7,12,7,10,13,11,11,6,12,10,6,8,11,4,10,10,13,12,14,12,13,12,8,15,11,12,6,98,120
,Toyosi Olusanya,Striker,25,6,7,11,11,10,8,8,9,7,3,9,6,6,10,7,10,10,10,10,7,5,13,5,10,5,11,10,9,15,15,7,10,13,15,11,12,100,103
,Paul Smyth,Winger,25,7,11,14,11,13,8,4,14,6,6,9,10,7,13,10,9,12,12,10,9,13,14,5,11,6,11,7,13,16,15,9,8,10,14,10,7,110,127
,Ephron Mason-Clark,Winger,23,6,9,14,12,12,7,6,9,2,3,9,8,4,12,11,10,12,9,9,10,10,13,12,10,5,11,12,14,15,12,9,8,11,15,12,15,120,125
,Lukas Jutkiewicz,Veteran striker,34,7,10,9,11,10,7,17,10,9,5,12,15,7,10,15,12,14,11,12,12,13,7,13,11,9,15,10,15,9,8,12,16,13,9,10,15,102,122
,Björn Kopplin,Experienced full-back,34,11,10,10,8,11,8,9,8,15,11,10,10,12,9,13,10,16,12,12,12,19,12,14,10,13,13,11,15,9,9,11,9,16,9,13,10,105,117
,Filippo Mané,Centre-back,18,2,8,10,6,11,3,13,6,8,12,12,6,12,11,13,10,12,11,10,9,14,10,12,8,12,11,11,12,12,11,12,13,10,14,12,12,98,139
,Nathan Tjoe-A-On,Full-back,21,6,12,7,3,10,6,12,12,13,12,11,5,11,10,12,10,11,11,11,12,11,5,10,10,12,13,12,13,11,12,13,14,13,11,14,12,111,130
,Harry Clarke,Full-back,22,6,12,12,9,12,4,13,10,18,12,11,8,14,10,13,12,13,11,12,11,11,6,13,9,12,14,8,17,15,11,9,13,14,15,12,13,127,139
,Tyreece John-Jules,Striker,22,7,8,11,12,14,8,10,9,3,3,11,11,6,14,8,10,8,12,8,12,9,14,8,14,6,13,11,13,14,13,9,12,7,14,11,7,112,135
,Mamadou Mbacke,Centre-back,20,2,6,8,7,11,6,14,6,6,13,11,7,12,11,14,11,12,12,10,11,12,7,7,8,12,11,9,13,13,11,11,16,14,14,11,12,110,140
,Richard Taylor,Centre-back,22,4,10,5,7,10,9,12,3,10,12,11,4,11,11,15,6,14,9,9,10,9,11,6,9,10,9,9,10,15,10,7,12,13,15,12,15,100,125
,Genaro,Defensive midfielder,25,7,10,12,8,13,9,11,10,7,14,13,10,13,13,13,13,12,9,11,12,11,8,9,10,12,12,13,12,11,11,9,13,11,12,11,12,110,125
Inj,Aji Alese,Full-back,22,1,10,13,9,11,2,12,2,10,13,11,4,12,12,10,12,13,12,12,11,10,7,14,10,13,12,10,11,14,13,11,15,13,15,15,12,120,137
Loa,Anthony Musaba,Winger,22,10,9,13,10,12,9,7,12,5,5,11,9,5,12,7,12,10,9,6,7,12,13,6,11,5,12,7,12,14,14,10,11,14,15,11,10,109,130
,Miloš Ćoćić,Young winger,20,8,11,10,7,13,7,7,6,7,7,11,2,6,11,11,9,9,9,3,13,4,11,6,10,7,8,8,9,13,13,8,10,11,13,9,5,91,100
,Jose Ángel Carrillo,Striker,29,7,9,10,12,11,5,14,10,9,7,11,10,9,11,13,12,14,13,13,11,7,8,8,12,10,14,12,13,9,11,13,14,12,11,14,14,110,116
,Mamadou Loum,Defensive midfielder,26,6,6,11,6,9,8,11,12,7,12,11,6,13,11,13,13,14,13,13,12,11,6,10,11,14,16,13,14,10,11,11,15,15,11,14,15,115,130
,Charlie McCann,Midfielder,21,10,7,7,9,12,13,5,11,1,7,12,14,10,12,10,12,8,14,9,10,10,14,7,10,9,12,12,14,11,11,8,7,16,10,13,7,91,115
,Rayco,Winger,26,7,7,10,12,13,7,3,6,7,6,11,3,7,13,10,7,6,7,8,13,16,13,14,12,7,8,11,12,13,13,8,8,13,13,11,8,100,122
Loa,Jude Soonsup-Bell,Striker,19,4,7,11,14,12,11,8,9,10,5,7,9,4,9,12,9,12,10,13,9,6,11,3,11,7,11,7,12,14,8,10,11,12,15,11,10,100,149
,Loren,Nomadic striker,29,7,9,12,14,13,9,13,13,8,8,12,15,9,13,13,14,14,13,12,12,8,13,13,14,8,12,12,12,12,10,15,13,12,13,12,14,125,140
,Bicho,Attacking midfielder,27,13,11,12,11,13,11,9,10,8,5,12,11,11,15,7,11,10,13,12,11,1,13,6,12,9,11,14,9,12,14,13,12,9,11,10,5,99,108
,Darren Pratley,Veteran midfielder,38,5,5,5,5,12,7,11,6,9,12,12,9,12,9,14,15,16,14,15,14,12,8,16,8,14,16,4,14,7,7,14,12,19,8,10,16,96,125
,Brandon Thomas,Nomadic striker,28,8,9,12,14,11,7,8,12,6,7,11,13,7,13,9,13,15,12,9,10,11,12,9,15,11,15,11,15,13,13,12,8,12,14,13,12,120,125
Loa,Rubin Colwill,Attacking midfielder,21,12,11,13,12,14,12,12,11,7,10,12,11,10,13,8,11,10,12,12,9,6,13,10,12,11,12,13,12,10,14,15,10,11,12,12,13,113,140
,Lukas Podolski,Veteran attacking midfielder,38,10,13,11,15,14,14,8,15,9,5,16,17,5,15,8,14,11,18,7,14,12,9,15,10,6,15,14,6,8,10,14,10,9,10,8,13,110,156
,Lewis Schouten,Hard working midfielder,19,8,7,9,8,12,11,10,11,5,10,12,12,12,12,12,11,13,12,9,11,8,10,9,11,11,15,14,15,11,12,11,14,11,11,12,12,111,157
,Luke Cundle,Midfielder,21,12,9,12,11,14,10,6,11,3,7,13,10,8,13,8,13,10,13,12,12,11,10,7,13,8,14,14,12,14,15,14,8,14,11,13,7,116,132
,Marco Terrazzino,Experienced winger,32,11,11,12,10,13,10,9,13,6,6,12,10,7,13,12,10,7,10,9,11,6,15,5,11,7,13,13,12,11,12,8,8,10,12,10,9,100,129
,Jamie Paterson,Attacking midfielder,31,10,14,14,12,13,11,5,11,4,5,13,11,6,15,10,13,9,14,8,11,6,16,11,13,8,14,14,10,13,16,14,7,10,13,10,6,120,133
,Gorka Santamaría,Striker,28,10,9,15,14,10,10,15,11,6,5,9,5,4,13,13,13,12,12,11,12,14,15,9,12,8,10,11,11,12,13,13,9,12,11,13,11,110,119
,Cătălin Cîrjan,Attacking midfielder,20,6,12,13,10,13,9,7,10,3,4,13,11,3,14,7,11,12,10,11,9,11,14,5,14,11,12,13,14,12,12,11,10,13,13,9,8,103,127
,Richard Keogh,Veteran centre-back,36,4,6,9,8,8,3,14,5,10,13,11,9,14,9,14,14,17,11,11,11,13,3,15,6,13,14,8,11,6,6,11,12,13,7,10,13,93,132
,Mohamed El Arouch,Midfielder,19,12,12,11,9,13,13,6,10,3,10,14,10,10,15,13,11,13,14,9,12,11,12,11,12,11,13,14,15,10,12,10,5,12,10,11,9,110,153
,Alex Mighten,Winger,21,6,11,13,11,12,5,9,7,3,4,11,9,5,13,5,12,10,9,8,8,12,16,6,13,9,9,12,12,13,14,11,8,11,15,10,9,108,135
,Callum Marshall,Striker,18,10,12,12,12,16,8,13,10,10,10,12,6,7,14,5,12,10,12,11,8,9,11,11,11,9,11,8,11,14,11,10,9,14,13,7,6,105,144
,Lewis Bate,Midfielder,20,10,7,11,8,13,12,6,9,3,9,15,13,10,15,11,10,12,13,11,12,9,7,10,11,12,13,13,13,13,14,13,6,13,11,13,5,110,144
,Miguel Azeez,Midfielder,20,10,10,12,9,13,11,9,12,5,7,13,8,10,13,7,12,10,11,8,10,8,12,6,10,8,11,14,10,13,13,12,11,12,12,13,10,105,140
,Alex Robertson,Attacking midfielder,20,11,11,12,11,11,10,9,15,3,12,12,7,11,13,13,11,7,12,10,13,13,12,8,11,12,11,12,12,13,10,12,11,12,11,11,11,118,140
,Finley Burns,Centre-back,20,4,5,10,6,12,6,8,9,8,13,14,6,14,11,14,12,8,14,14,11,12,7,8,9,14,11,11,11,9,9,10,16,12,8,14,14,106,113
,Kaine Kesler Hayden,Attacking full back,20,7,11,12,9,10,7,8,8,5,7,12,7,12,12,10,12,13,13,10,8,10,10,11,12,10,12,10,12,15,14,9,8,12,16,13,7,116,136
,Jordan Marshall,Full-back,26,8,13,13,6,11,8,8,8,5,8,10,7,10,11,10,14,13,8,7,9,10,9,6,13,9,13,10,14,14,10,12,13,12,13,14,11,95,101
,Nicky Devlin,Full-back,29,8,12,10,9,10,5,12,4,14,12,10,5,14,10,16,8,13,10,12,12,12,9,15,12,12,13,10,18,12,11,9,11,12,12,15,14,111,113
,Sebastian Müller,Striker,22,9,8,13,11,15,9,10,11,5,6,12,6,6,11,10,9,9,9,9,8,11,12,8,11,9,13,6,12,12,11,10,11,11,12,12,10,94,115
,Javi Castellano,Veteran midfielder,35,4,6,8,6,9,4,13,6,10,13,10,8,13,8,13,11,13,12,12,13,12,8,14,5,14,15,8,15,8,8,7,12,9,9,10,11,90,100
Loa,Ben Wiles,Midfielder,24,6,8,12,10,12,8,7,12,1,8,13,8,9,14,10,12,11,11,9,9,11,13,12,12,8,12,13,14,13,11,9,7,13,13,13,10,110,134
,Curtis Main,Nomadic striker,31,4,7,10,13,13,6,13,9,10,6,9,12,7,12,17,8,12,13,9,8,10,5,6,12,7,11,6,16,13,11,11,14,7,13,14,16,110,110
,Louie Annesley,Centre-back,23,4,6,6,6,9,4,12,8,3,10,11,4,9,9,7,8,11,12,9,8,10,5,11,4,9,11,11,11,11,10,12,16,12,10,12,11,88,104
,Masca,Striker,23,6,11,10,12,10,8,11,10,6,6,10,11,8,11,11,10,14,11,12,10,10,8,9,13,8,14,11,14,14,12,10,10,12,14,12,12,100,115
FrA,Harramiz,Experienced winger,32,7,8,13,13,10,7,12,11,4,6,10,12,7,12,13,11,13,7,11,11,10,14,11,12,7,10,11,12,14,12,13,10,14,14,11,11,105,119
Wnt,Dženan Pejčinović,Striker,18,3,7,11,13,12,10,12,11,6,5,11,13,6,13,11,11,9,11,9,9,11,13,6,12,5,10,11,10,12,12,12,12,14,13,11,11,100,144
Wnt,Richard Tait,Experienced full-back,33,8,13,10,8,10,10,14,5,11,14,12,2,11,12,14,9,13,12,6,9,13,8,14,11,10,11,9,11,8,10,11,11,16,8,15,11,95,110
Lst,Julian-Maurice Derstroff,Winger,31,6,8,14,11,11,6,7,8,6,10,10,11,12,12,13,8,12,9,10,8,5,12,6,12,10,12,9,12,13,13,8,10,12,13,12,9,98,110
Wnt,Zak Lovelace,Promising striker,17,6,8,8,9,8,5,11,6,7,6,8,8,5,10,6,9,7,12,8,9,3,8,4,11,7,9,8,11,15,8,9,13,11,14,12,8,85,141
Wnt,Liam Fontaine,Veteran centre-back,37,4,7,7,5,10,5,14,6,11,13,11,10,12,11,9,13,11,7,8,7,11,5,9,4,10,14,8,12,8,10,11,10,12,8,9,11,79,118
,Kai Brünker,Striker,29,3,7,10,9,11,6,14,7,5,6,6,11,8,10,15,11,15,13,11,11,11,4,10,12,7,12,9,13,10,9,13,15,12,14,12,14,106,114
,Pablo Fernández,Striker,26,9,12,12,13,12,8,9,9,7,9,11,12,11,12,12,11,9,9,10,10,10,11,10,12,8,13,13,12,11,12,6,13,13,11,10,10,100,116
Lst,James Henry,Veteran attacking midfielder,34,13,12,10,11,13,12,8,13,5,5,12,13,10,13,11,11,9,13,10,11,6,12,10,13,11,10,13,12,8,10,10,9,11,8,10,10,92,122
FrA,Omar,Veteran winger,35,12,14,15,8,14,10,3,8,6,5,13,11,4,15,8,13,8,10,9,11,10,15,6,15,5,8,14,8,13,12,13,5,6,12,10,6,95,129
Inj,Callum Booth,Attacking full back,32,5,12,13,7,11,4,9,10,7,9,11,6,12,14,7,12,11,11,10,11,10,12,6,12,10,10,10,12,11,13,9,10,11,12,13,11,99,115
Wnt,Marco Moreno,Centre-back,22,4,2,2,2,10,4,14,8,4,14,8,5,14,6,7,14,11,6,9,14,17,5,13,9,13,9,2,10,14,14,10,16,8,14,9,7,110,135
FrA,Barış Örücü,Attacking midfielder,31,13,12,11,12,14,15,12,13,4,5,13,8,8,15,10,12,6,13,7,11,10,12,6,12,7,13,13,8,9,10,10,11,6,7,5,9,85,110
,Lee Casciaro,Veteran striker,41,7,5,4,12,13,7,9,8,2,7,11,4,5,8,16,12,8,13,7,13,13,8,12,12,8,13,9,9,11,6,4,9,6,11,11,12,70,97
,Roy Chipolina,Veteran centre-back,40,2,5,3,7,11,3,12,5,5,8,15,5,14,13,12,10,9,8,10,10,15,5,18,6,9,8,8,10,7,5,7,10,10,5,7,14,65,90
Inj,Ross McCrorie,Midfielder,25,7,5,12,7,12,7,14,7,9,11,12,6,14,10,13,11,15,10,10,9,16,8,15,6,11,13,8,15,12,11,11,13,15,12,15,12,108,125
,Tom Holmes,Centre-back,23,7,9,8,8,12,8,13,7,14,13,9,12,13,9,16,11,18,11,12,11,14,7,13,7,12,14,7,14,10,10,9,14,14,11,14,14,113,130
Loa,Vasco Sousa,Attacking midfielder,20,8,11,14,11,14,6,4,9,5,8,15,10,7,14,11,12,14,13,11,13,11,16,7,12,8,12,15,12,12,12,13,6,13,12,13,8,110,143
,Liam Shaw,Midfielder,22,10,9,10,9,11,10,10,9,5,11,12,11,10,12,14,12,11,12,10,10,11,11,8,10,10,11,11,13,11,11,10,15,13,11,13,11,99,118
,Josh Mullin,Winger,30,11,16,11,9,11,13,6,6,1,6,9,15,5,12,5,13,5,10,8,8,11,10,7,12,11,11,13,14,12,11,13,10,13,13,11,7,92,110
,Kion Etete,Striker,21,7,8,12,12,13,6,15,11,5,9,11,10,10,12,13,11,13,12,11,9,11,13,8,12,9,13,10,14,12,12,12,12,13,13,12,15,110,130
,Marc Roberts,Experienced centre-back,32,4,7,7,4,9,5,13,5,19,13,11,5,13,9,14,11,14,12,12,11,13,7,12,8,11,13,10,15,11,9,12,14,12,12,13,14,107,125
,Ross Draper,Veteran centre-back,34,2,5,7,8,11,5,14,5,1,12,12,8,14,9,14,11,14,11,12,10,15,5,15,8,11,12,8,12,7,6,7,11,10,6,9,12,75,110
FrA,Ángel Montoro,Veteran midfielder,35,9,9,8,6,11,6,11,8,8,11,12,7,13,11,13,11,13,14,13,12,12,11,10,13,13,10,11,11,8,9,10,10,12,10,10,10,100,130
,Rubén Pérez,Veteran midfielder,34,8,12,10,8,14,7,8,11,7,14,15,10,12,13,17,12,13,15,13,15,14,10,15,9,14,19,13,15,9,12,13,10,13,9,12,13,125,140
,Mason Burstow,Striker,19,5,9,11,12,11,7,12,8,6,3,11,9,4,13,10,10,13,11,9,11,5,6,10,10,8,13,9,13,13,11,10,15,15,13,13,10,107,129
,Lee Peltier,Veteran full-back,36,9,8,9,8,12,10,12,4,14,13,9,10,13,10,11,12,16,12,14,10,12,6,13,11,12,13,8,13,10,11,13,12,8,10,9,12,100,125
,Richie Towell,Midfielder,31,10,11,10,11,12,10,9,11,5,8,12,15,9,12,11,10,10,11,9,10,10,11,10,12,9,14,11,15,11,11,12,7,14,10,13,12,98,105
,Denis Linsmayer,Defensive midfielder,31,8,8,8,7,11,8,12,10,7,13,12,8,13,11,15,12,13,12,12,10,11,7,15,8,13,15,11,13,11,11,12,12,14,11,13,12,102,122
,Lewis Neilson,Centre-back,20,5,10,12,6,12,5,11,8,11,12,12,8,12,11,12,8,10,13,9,9,10,12,11,9,11,14,12,14,10,12,13,14,12,13,12,12,98,120
,Cameron Borthwick-Jackson,Full-back,26,7,10,9,9,12,7,9,10,8,10,11,8,11,12,7,11,9,12,10,12,6,6,9,8,10,11,10,12,12,12,11,11,12,12,13,11,100,135
,Antal Yaakobishvili,Centre-back,18,7,7,8,11,12,4,13,4,10,12,10,7,16,9,6,13,12,14,11,11,4,5,10,9,13,11,7,12,11,13,12,15,9,13,13,8,110,113
,Paul McMullan,Winger,27,12,11,12,10,10,9,5,9,5,5,10,8,5,9,10,9,9,9,8,10,8,12,7,11,9,10,9,12,15,12,11,5,12,14,11,7,104,118
,Juan Ibiza,Centre-back,27,6,7,8,7,9,8,13,11,4,14,10,7,13,10,13,12,14,13,14,12,14,7,4,7,13,12,9,13,12,11,12,13,10,13,14,13,114,122
,Luka Topalović,Attacking midfielder,17,11,11,13,12,11,12,8,14,5,5,12,12,7,13,11,14,11,12,12,10,10,14,9,12,8,10,13,10,12,11,10,9,11,12,12,11,108,146
,Hayden Muller,Centre-back,21,4,10,9,5,11,7,13,6,7,11,11,4,11,11,7,12,9,13,9,10,10,5,10,9,11,13,9,12,10,11,11,12,12,12,12,12,92,117
,Ryan Flynn,Veteran midfielder,34,11,11,12,10,11,9,9,11,9,12,12,11,10,12,11,9,12,12,11,13,13,9,10,12,12,12,11,12,8,12,12,9,9,8,11,8,94,121
,Noah Darvich,Attacking midfielder,16,12,9,14,10,13,12,8,10,4,6,13,12,7,15,8,9,8,11,10,11,12,17,12,12,7,11,12,10,12,13,12,10,14,12,10,9,105,168
,Mustapha Carayol,Veteran winger,34,9,11,13,9,11,8,7,11,6,4,9,8,5,11,9,10,11,11,8,9,6,16,7,10,6,9,11,9,13,13,10,9,9,13,9,11,91,120
,Jamie Donley,Striker,18,7,11,9,14,13,8,11,11,2,4,14,13,9,12,13,11,14,13,12,12,10,13,7,11,3,11,14,11,11,13,12,12,13,11,11,12,107,149
Loa,Ryan Dow,Experienced attacking midfielder,32,5,8,9,9,10,11,7,8,8,8,11,10,8,11,15,11,10,9,9,9,13,9,10,11,7,12,9,14,9,11,10,8,11,8,14,8,80,112
Trn,Ibrahim Osman,Winger,18,8,10,16,12,15,8,9,9,6,4,12,11,3,16,10,15,9,8,15,9,19,11,4,15,5,12,9,12,17,16,11,9,14,16,9,7,129,148
,Jason Holt,Midfielder,30,10,12,13,10,13,8,5,11,10,8,15,10,14,12,12,14,14,16,8,12,10,12,7,13,6,11,12,15,12,12,10,5,13,12,15,10,113,118
,Bünyamin Balat,Attacking midfielder,26,11,9,13,10,13,11,9,11,3,5,12,10,6,13,8,10,10,13,8,9,9,13,10,13,7,11,12,11,13,12,11,6,11,11,10,8,90,110
,Alan Power,Veteran midfielder,35,8,7,7,6,12,11,9,6,7,11,13,12,13,10,15,11,16,10,10,12,14,7,17,8,12,14,12,13,8,9,12,8,13,6,8,14,90,106
,Michael Gardyne,Veteran winger,37,10,10,11,10,10,10,6,9,3,7,10,8,6,10,10,7,9,10,9,9,10,11,10,11,8,14,11,10,10,11,11,7,11,10,9,8,83,105
,Jack Jenkins,Midfielder,21,6,7,9,9,11,6,7,10,3,10,11,6,10,11,13,10,11,12,8,10,11,8,8,9,9,12,12,14,11,11,12,8,13,10,14,6,86,110
,Sinclair Armstrong,Striker,20,6,7,13,11,10,7,7,8,9,5,8,6,5,10,13,10,12,8,9,9,12,11,6,12,6,9,8,13,15,13,11,12,11,14,9,15,101,126
,Lorran,Attacking midfielder,16,10,13,14,11,14,9,9,11,5,9,14,3,10,14,14,10,10,9,7,13,3,14,7,9,7,10,13,10,15,13,5,7,12,15,7,12,118,160
,Trilli,Full-back,20,5,12,11,8,11,8,10,8,11,11,12,8,12,12,11,12,12,9,11,12,12,11,9,11,10,13,10,12,12,13,12,11,13,13,14,10,110,139
,Lino Sousa,Full-back,18,10,9,11,7,12,9,9,8,7,9,11,7,11,12,8,11,11,12,10,11,10,12,7,12,9,14,10,13,13,13,12,9,17,13,12,9,106,131
,Joan Sastre,Full-back,26,11,13,12,8,12,7,7,12,12,9,11,6,12,13,11,10,11,10,10,10,10,12,12,14,10,13,12,14,14,15,12,6,10,13,12,9,115,125
Wnt,Darío Sarmiento,Winger,20,10,11,11,10,12,10,10,9,10,8,12,8,11,13,14,11,9,12,7,8,19,13,9,15,10,11,14,12,13,13,8,4,4,14,12,6,107,136
,Archie Brown,Attacking full back,21,6,11,13,8,11,6,13,10,12,12,12,5,12,12,11,12,12,13,10,12,11,11,7,13,12,13,10,13,13,13,14,17,15,14,14,14,120,145
,Yago Santiago,Winger,20,9,12,11,11,12,7,6,9,2,4,11,10,6,13,4,11,7,14,11,11,8,13,8,10,6,13,11,13,12,14,13,10,12,12,16,10,108,132
,Shaun Hutchinson,Experienced centre-back,32,5,5,6,9,9,6,14,8,5,13,10,8,12,9,17,15,18,10,12,12,14,3,15,6,13,11,6,12,10,9,11,14,11,10,13,17,115,130
,Nathan Opoku,Striker,21,7,10,12,12,10,10,8,8,4,5,10,5,6,11,13,10,10,9,8,8,11,13,4,10,6,12,10,10,12,11,8,11,7,14,13,12,90,106
